index,schema_version,standard_version,auditor_version,generated_at,run_id,repo_id,repo_remote,branch,commit,dirty_worktree,scope,changed_paths,score,raw_score,finding_count,hard_findings,soft_findings,decision,minimum_score,caps_applied,report_fingerprint,input_fingerprint,policy_fingerprint,repo_score_json_path,repo_score_md_path
12,1.1.0,0.8.0,0.8.11,1778141057,1778141057,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,69,365,321,44,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""missing-agent-readable-docs"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""release-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:bff564e39654eddbaa00464b1727eb791c56d8b5da34b88d697ac14eabac9cf0,sha256:7b98897c256bf96c42152790b6a6e2b17829e795a79aa7377f5484d8b125141b,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
13,1.1.0,0.8.0,0.8.11,1778141116,1778141116,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,67,367,322,45,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""missing-agent-readable-docs"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:47c0fdce8541d842b260e3cced9b3365554308ea1a75c7c7df9b488411d7d50d,sha256:e428a9a2d6b033c3e7fa2f37ebc53eef46702bd8343ff3d59ab37e1f5d501fe8,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
14,1.1.0,0.8.0,0.8.11,1778141262,1778141262,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,69,365,322,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:e32a54d7dd779d62698ce72cf0a568b05a306a10307e51ff20403bd09dc4ebed,sha256:e89295a4eee297968cc3487e8860d096d2d0132b3a4b721edf5ba20acf3abb00,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
15,1.1.0,0.8.0,0.8.11,1778141389,1778141389,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,366,323,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:a04349fc9d3287100974d56b6a96f1ed8b879fe1e8c185cbdb817c46f3442a1b,sha256:bc8fbd0fba239d4f610afc1dc0e5142f89c30e134a5f3fdb7acc6e9d63172e38,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
16,1.1.0,0.8.0,0.8.11,1778141453,1778141453,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,72,363,321,42,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:12937dd436044e269892365736b4fd174e4b084e512a1fa6b1c7ba4badb42d40,sha256:55dfda7bec47a0a09a6f9137e3cf127d00f9ab79a59fcc48604782ab711a3be0,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
17,1.1.0,0.8.0,0.8.11,1778141502,1778141502,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,368,325,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:330ca88cd395425788f5a02d3f0e37028036f1a9d3be2987620b3f9a4c3f0581,sha256:7bc657b9a620d29d4d21f5e2cebf2c8fbc90e2ca37a7d5161feea23151362634,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
18,1.1.0,0.8.0,0.8.11,1778141566,1778141566,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,72,367,325,42,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:fd99f90182e386dbd3a684772598d468f4632d3172fddd585ac61be6fe2788ca,sha256:6dd4c8225c99f77dca88f8785bc42fea75699064345be14f67233e2eaae79cef,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
19,1.1.0,0.8.0,0.8.11,1778141640,1778141640,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,370,327,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:117701d8a0214cbca92c05686e639056686e22fc47fe527dc4298b363b3b6ce4,sha256:9a000446513e5e5af94c7fadc5fe21b8e24d109458cfa34f3451fedcf4e5ecac,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
20,1.1.0,0.8.0,0.8.11,1778141705,1778141705,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,73,367,325,42,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:abd00b657a9c9dd2d910a10ab1aa904758eff3c07dda8a62c53d21f0e07998f5,sha256:d90e9fcc633fdaf874d393e7dfc9933e7d37636361a07520bca8e78ab640d0b7,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
21,1.1.0,0.8.0,0.8.11,1778141769,1778141769,sha256:a17f0181b2ee0e659f7943eccab1a00a493a57e2f145b9cd93a58ebc843f65ae,git@github.com:jeppsontaylor/Jnoccio.git,main,1049314c7,true,full,[],60,70,370,327,43,advisory,85,"[""no-security-lane-on-high-risk-repo"",""no-secret-or-dependency-scanning-in-ci"",""non-optimal-product-language-found"",""vibe-placeholders-in-product-code"",""fallback-soup-in-product-code"",""future-hostile-dead-language-in-product-code"",""severe-duplication-in-product-code"",""generated-zone-mutation-risk"",""missing-rendered-ux-qa-lane"",""secret-like-content-detected"",""false-green-test-risk"",""input-boundary-gap"",""release-readiness-gap"",""missing-rust-property-or-integration-tests"",""no-agent-friendly-exception-pattern"",""streaming-runtime-drift"",""sql-bad-behavior"",""typescript-bad-behavior"",""docker-bad-behavior"",""ci-bad-behavior"",""web-security-bad-behavior"",""repo-rot-bad-behavior""]",sha256:4367697a1ab8ff57f13937880604271eaa2837fa97141a38f6d3c179592b5288,sha256:8339eca76b9248951cbdedbb3cbb57b42bf1c955b5f74e1d176b332a74747672,sha256:1344c6682471353eb10a07a55a14e5fdd73676dd9aafd00b9f60dffd43c8b443,agent/repo-score.json,agent/repo-score.md
